Disease,Source,Statement,Content, Date, Link
Dengue cases,JAGRAN,डेंगू के 11 नए केस रिपोर्ट| मरीजों की संख्या हुई 16,कोरोना का सामना कर रहे सेहत विभाग की अब डेंगू ने नींद उड़ा दी है। जिले में डेंगू के 11 और मामले सामने आए हैं।,26 days ago,/punjab/amritsar-11-new-dengue-case-reports-16-patients-20582860.html
Dengue cases,JAGRAN,..चुनिदा जगहों पर होगी फॉगिग| विभाग ने फीडबैक के आधार पर लिया निर्णय,मानसून के बाद जगह-जगह जलभराव से मच्छर पैदा होने लगते हैं। ऐसे में देखने को मिलता है कि मच्छरों के लिए पूरे शहर या गांव में फॉगिग करवाई जाती है। लेकिन इस बार डेंगू या मलेरिया का पॉजिटिव केस मिलने के बाद आस-पास की चुनिदा जगह पर ही फॉगिग करवाई जाएगी ताकि दूसरे लोगों को परेशानी नहीं हो।,28 days ago,/haryana/jhajjar-fogging-will-take-place-at-the-places-where-malaria-and-dengue-cases-will-be-found-20576139.html
Dengue cases,JAGRAN,कोरोना| डेंगू के एक जैसे लक्षण| हो सकती है परेशानी| जुलाई-अगस्त में बढ़ते हैं डेंगू के मामले,राजकीय मेडिकल कालेज में ही नियुक्त डा. सजीव गुप्ता का कहना है कि यहां पर पहले से फ्लू और सांस संबंधी रोगों के लिए अलग से ओपीडी है।,2 months ago,/jammu-and-kashmir/jammu-corona-similar-symptoms-of-dengue-may-cause-trouble-doctors-said-dengue-cases-increase-in-july-and-august-20440213.html
Dengue cases,JAGRAN,मलेरिया के दो और डेंगू का एक नया मामला,वहीं दूसरी ओर डेंगू का एक मामला मिला है। अब तक डेंगू के कुल 19 मामले सामने आ चुके हैं। पिछले महीने डेंगू के कुल मामलों की संख्या छह थी। हालांकि इस महीने चिकनगुनिया का एक भी नया ताजा मामला नहीं आया है। अब तक कुल 11 चिकनगुनिया के मामले सामने आ चुके हैं।,2 months ago,/delhi/new-delhi-city-maleriya-and-dengue-case-20423830.html
Dengue cases,JAGRAN,कोरोना महामारी के बीच लुटियंस दिल्ली में दो बीमारियों ने दी दस्तक| 2 मामले आए सामने,Coronavirus पूरी दिल्ली की बात करें तो अभी तक डेंगू के सर्वाधिक मामले पूर्वी दिल्ली नगर निगम में हैं।,2 months ago,/delhi/new-delhi-city-ncr-dengu-and-chikungunya-knocked-in-delhi-amid-coronavirus-epidemic-common-man-issues-20337161.html
Dengue cases,JAGRAN,इस सीजन में अभी तक नहीं आया डेंगू का एक भी केस| शहर के सभी घरों की होगी चेकिंग,एक तरफ कोरोना वायरस का संक्रमण शहर में तेजी से फैल रहा है। ऊपर से इस सीजन के शुरू होने से डेंगू भी सक्रिया हो सकता है।,3 months ago,/punjab/chandigarh-not-a-single-case-of-dengue-in-chandigarh-this-season-yet-20276021.html
Dengue cases,JAGRAN,रेल कर्मियों व परिजनों में मिले डेंगू के 130 संदिग्ध| गंभीर पांच मरीजों को विशेषज्ञ अस्पतालों में किया गया रेफर,पूर्वोत्तर रेलवे वाराणसी मंडल में इस वर्ष 130 कर्मचारी और उनके अश्रितों में डेंगू के लक्षण मिले हैं। हालांकि इसका ट्रेनों के परिचालन पर कोई असर नहीं पड़ा।,8 months ago,/uttar-pradesh/varanasi-city-130-suspected-dengue-suspects-in-railway-personnel-and-family-members-19835237.html
Dengue cases,JAGRAN,शहरवासियों से ग्रामीण ज्‍यादा जागरुक| बीते पांच वर्षों में शहर में ज्‍यादा मिले डेंगू के मामले,पिछले पांच वर्ष में जिले में डेंगू के मामले घटे लेकिन मौत के मामलों में कमी नहीं। डेंगू को लेकर शहरवासियों की बजाय ग्रामीण अधिक जागरूक।,8 months ago,/haryana/hisar-rural-people-more-aware-than-city-residents-more-dengue-cases-in-city-in-last-five-years-19825956.html
Dengue cases,JAGRAN,थम नहीं रहा डेंगू का प्रकोप| अस्‍पताल में बढ़ रही लगातार संख्‍या| बच्‍चे हो रहे अधिक शिकार Agra News,डेंगू के सात और मलेरिया के तीन और मरीज एसएन पहुंचे। अब तक 94 मरीजों में हो चुकी है डेंगू की पुष्टि।,9 months ago,/uttar-pradesh/agra-city-seven-new-patient-of-dengue-reached-to-sn-medical-19791373.html
Dengue cases,JAGRAN,ठंड में 'ठंडे' पड़ने लगे डेंगू के तेवर| सिविल अस्पताल में घटी मरीजों की संख्या Jalandhar News,सर्जन डॉ. गुरिंदर कौर चावला ने कहा कि गढ़ा व उसके आसपास के इलाके में सेहत विभाग ने मुहिम शुरू कर दी है। डेंगू को और पैर नहीं पसारने दिया जाएगा।,9 months ago,/punjab/jalandhar-city-dengue-patients-on-down-fall-19754187.html
Dengue cases,JAGRAN,50 संदिग्ध केसों की जांच में 16 केस डेंगू पॉजिटिव| अलर्ट पर स्वास्थ्य विभाग,सर्दी ने दस्तक दे दी है धीरे-धीरे डेंगू के केसों की संख्या में लगातार इजाफा होता जा रहा है।,9 months ago,/haryana/karnal-sixteen-cases-dengue-positive-in-fifty-suspected-cases-19755859.html
Dengue cases,JAGRAN,राज्य में अब तक डेंगू के 2700 केस पॉजिटिव : डॉ. अनु,डेंगू के राज्य में अब तक 2700 केस पॉजिटिव सामने आ चुके हैं जबकि नए आंकड़े बुधवार को पता चलेंगे।,10 months ago,/punjab/amritsar-around-2700-positive-cases-found-in-punjab-dr-anu-19709082.html
Dengue cases,JAGRAN,दिल्ली में तेजी से बढ़ रही है डेंगू और मलेरिया के मरीजों की संख्या| आप भी रहें सतर्क,नगर निगम की तरफ से जारी रिपोर्ट के अनुसार राष्ट्रीय राजधानी दिल्ली में पिछले सप्ताह 189 मामले सामने आये।,10 months ago,/delhi/new-delhi-city-ncr-over-830-dengue-cases-in-delhi-this-year-and-189-in-last-week-alone-19705534.html
Dengue cases,JAGRAN,Delhi Election 2020: विधानसभा चुनाव से पहले केजरीवाल सरकार को बड़ी राहत,दिल्ली सरकार ने डेंगू की रोकथाम के लिए शुरू किए जागरूकता अभियान में लोगों द्वारा दिए गए योगदान की तारीफ की है।,10 months ago,/elections/delhi-vidhan-sabha-ncr-delhi-govt-claimed-awareness-prog-helped-keep-dengue-cases-this-year-to-lowest-level-19690511.html
